plot,subplot,datasheet_number,subplot_size,individual_number,species_raw,genus,species,usda_code,growthform,bole_total,bole_n,arm_total,arm_n,measurement_variable,measurement,units,status,total_minishrub,notes,unknown_status,scientific_name_clean,measurement_variable_clean
LOLA_03,4,3,25,2,PAMI,NA,NA,NA,NA,2,NA,NA,NA,crown90D,295,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_03,4,3,25,3,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,79,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,4,3,25,3,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,14,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,386,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_03,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,12,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_03,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,16,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_03,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,5,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_03,5,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,99,cm,alive,NA,sphere,NA,Cylindropuntia versicolor,Height
LOLA_03,5,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,208,cm,alive,NA,sphere,NA,Cylindropuntia versicolor,maxD
LOLA_03,5,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,124,cm,alive,NA,sphere,NA,Cylindropuntia versicolor,max90D
LOLA_03,6,4,25,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,107,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,6,4,25,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,11,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,6,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,440,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_03,6,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,18,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_03,6,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,11,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_03,6,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,8,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_03,6,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,106,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_03,6,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,5,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_03,6,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,114,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_03,6,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,108,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_03,6,4,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,Height,188,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_03,6,4,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,195,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_03,6,4,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,191,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_03,6,4,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,10.1,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_03,6,4,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,dbh,1.4,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_03,7,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,72,cm,dead,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_03,7,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,4,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_03,7,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,49,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_03,7,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,86,cm,dead,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_03,7,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,450,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_03,7,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,13,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_03,7,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,11,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_03,7,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,5,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_03,7,4,25,3,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,359,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_03,7,4,25,3,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,12,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_03,7,4,25,3,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,10,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_03,7,4,25,3,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,8,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_03,7,4,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,118,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_03,7,4,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,4.5,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_03,7,4,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,73,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_03,7,4,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,70,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_03,7,4,25,5,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,168,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_03,7,4,25,5,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,12,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_03,7,4,25,5,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,186,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_03,7,4,25,5,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,221,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_03,7,4,25,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,12,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_03,7,4,25,7,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,130,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_03,7,4,25,7,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,7,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_03,7,4,25,7,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,185,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_03,7,4,25,7,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,156,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_03,7,4,25,8,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,Height,325.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_03,7,4,25,8,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,411,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_03,7,4,25,8,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,375,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_03,8,4,25,8,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,15.8,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_03,8,4,25,8,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,dbh,4.2,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_03,8,4,25,8,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,Height,325.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_03,8,4,25,8,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,411,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_03,8,4,25,8,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,375,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_03,8,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,172,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_03,8,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,9,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_03,8,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,192,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_03,8,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,176,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_04,whole plot,1,NA,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,237,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,1,NA,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,15,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,337,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,20,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,2,1,ArmLength1,111,cm,alive,NA,NA,NA,Carnegiea gigantea,ArmLength1
LOLA_04,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,2,2,ArmLength2,160,cm,alive,NA,NA,NA,Carnegiea gigantea,ArmLength2
LOLA_04,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,2,NA,ddh,32,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,2,NA,Height,623,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,2,NA,AlphaUp,50,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaUp
LOLA_04,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,2,NA,AlphaDown,37,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaDown
LOLA_04,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,2,NA,Distance,320,cm,alive,NA,NA,NA,Carnegiea gigantea,Distance
LOLA_04,whole plot,1,NA,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,ddh,28,cm,alive,NA,NA,NA,Prosopis velutina,ddh
LOLA_04,whole plot,1,NA,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,dbh,7,cm,alive,NA,NA,NA,Prosopis velutina,dbh
LOLA_04,whole plot,1,NA,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,640,cm,alive,NA,NA,NA,Prosopis velutina,maxD
LOLA_04,whole plot,1,NA,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,630,cm,alive,NA,NA,NA,Prosopis velutina,max90D
LOLA_04,whole plot,1,NA,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,360,cm,alive,NA,NA,NA,Prosopis velutina,Height
LOLA_04,whole plot,1,NA,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,MeasurementHeight,47,cm,alive,NA,NA,NA,Prosopis velutina,MeasurementHeight
LOLA_04,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,2,1,ArmLength1,79,cm,alive,NA,NA,NA,Carnegiea gigantea,ArmLength1
LOLA_04,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,2,2,ArmLength2,109,cm,alive,NA,NA,NA,Carnegiea gigantea,ArmLength2
LOLA_04,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,2,NA,ddh,128,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,2,NA,distance,723,cm,alive,NA,NA,NA,Carnegiea gigantea,Distance
LOLA_04,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,2,NA,AlphaUp,42,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaUp
LOLA_04,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,2,NA,AlphaDown,0,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaDown
LOLA_04,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,2,NA,Height,651,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,20,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,distance,736,cm,alive,NA,NA,NA,Carnegiea gigantea,Distance
LOLA_04,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,AlphaUp,32,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaUp
LOLA_04,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,AlphaDown,0,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaDown
LOLA_04,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,460,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,267,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,18,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,1,NA,8,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,322,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,1,NA,8,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,17,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,1,NA,9,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,397,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,1,NA,9,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,124,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,7,NA,6B,ENFI,NA,NA,NA,NA,NA,NA,NA,NA,Height,84,cm,alive,42,NA,NA,Encelia farinosa,Height
LOLA_04,whole plot,7,NA,6B,ENFI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,99,cm,alive,42,NA,NA,Encelia farinosa,maxD
LOLA_04,whole plot,7,NA,6B,ENFI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,88,cm,alive,42,NA,NA,Encelia farinosa,max90D
LOLA_04,whole plot,7,NA,6B,ENFI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1,cm,alive,42,NA,NA,Encelia farinosa,ddh
LOLA_04,whole plot,7,NA,7B,ENFI,NA,NA,NA,NA,NA,NA,NA,NA,Height,76,cm,alive,42,NA,NA,Encelia farinosa,Height
LOLA_04,whole plot,7,NA,7B,ENFI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,113,cm,alive,42,NA,NA,Encelia farinosa,maxD
LOLA_04,whole plot,7,NA,7B,ENFI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,73,cm,alive,42,NA,NA,Encelia farinosa,max90D
LOLA_04,whole plot,7,NA,7B,ENFI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1.5,cm,alive,42,NA,NA,Encelia farinosa,ddh
LOLA_04,whole plot,7,NA,8B,SACA,NA,NA,NA,NA,NA,NA,NA,NA,Height,109,cm,alive,42,NA,NA,Jatropha cardiophylla,Height
LOLA_04,whole plot,7,NA,8B,SACA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,163,cm,alive,42,NA,NA,Jatropha cardiophylla,maxD
LOLA_04,whole plot,7,NA,8B,SACA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,100,cm,alive,42,NA,NA,Jatropha cardiophylla,max90D
LOLA_04,whole plot,7,NA,8B,SACA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,2,cm,alive,42,NA,NA,Jatropha cardiophylla,ddh
LOLA_04,whole plot,4,NA,1A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,Height,188,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_04,whole plot,4,NA,1A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,165,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_04,whole plot,4,NA,1A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,177,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_04,whole plot,4,NA,1A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,5,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_04,whole plot,4,NA,1A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,dbh,1,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_04,whole plot,4,NA,2A,PAMI,NA,NA,NA,NA,2,NA,NA,NA,Height,319,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_04,whole plot,4,NA,2A,PAMI,NA,NA,NA,NA,2,NA,NA,NA,crownD,295,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_04,whole plot,4,NA,2A,PAMI,NA,NA,NA,NA,2,NA,NA,NA,crown90D,229,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_04,whole plot,4,NA,2A,PAMI,NA,NA,NA,NA,2,1,NA,NA,ddh,6,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_04,whole plot,4,NA,2A,PAMI,NA,NA,NA,NA,2,1,NA,NA,dbh,3,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_04,whole plot,4,NA,2A,PAMI,NA,NA,NA,NA,2,2,NA,NA,ddh,7.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_04,whole plot,4,NA,2A,PAMI,NA,NA,NA,NA,2,2,NA,NA,dbh,3.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_04,whole plot,4,NA,3A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,190,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_04,whole plot,4,NA,3A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,13,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_04,whole plot,4,NA,3A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,232,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_04,whole plot,4,NA,3A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,203,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_04,whole plot,4,NA,4A,FEWI,NA,NA,NA,NA,NA,NA,NA,NA,Height,28,cm,alive,NA,NA,NA,Ferocactus wislizeni,Height
LOLA_04,whole plot,4,NA,4A,FEWI,NA,NA,NA,NA,NA,NA,NA,NA,MaxDiameter,28,cm,alive,NA,NA,NA,Ferocactus wislizeni,maxD
LOLA_04,whole plot,4,NA,5A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,410,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_04,whole plot,4,NA,5A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,12,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_04,whole plot,4,NA,5A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,10,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_04,whole plot,4,NA,5A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,5,cm,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_04,whole plot,4,NA,6A,Lycium sp 2 (inverted cone),NA,NA,NA,NA,NA,NA,NA,NA,Height,207,cm,alive,NA,NA,NA,Lycium sp. (2),Height
LOLA_04,whole plot,4,NA,6A,Lycium sp 2 (inverted cone),NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,20,cm,alive,NA,NA,NA,Lycium sp. (2),maxDbase
LOLA_04,whole plot,4,NA,6A,Lycium sp 2 (inverted cone),NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,23,cm,alive,NA,NA,NA,Lycium sp. (2),max90Dbase
LOLA_04,whole plot,4,NA,6A,Lycium sp 2 (inverted cone),NA,NA,NA,NA,NA,NA,NA,NA,crownD,220,cm,alive,NA,NA,NA,Lycium sp. (2),maxD
LOLA_04,whole plot,4,NA,6A,Lycium sp 2 (inverted cone),NA,NA,NA,NA,NA,NA,NA,NA,crown90D,210,cm,alive,NA,NA,NA,Lycium sp. (2),max90D
LOLA_04,whole plot,4,NA,7A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,320,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_04,whole plot,4,NA,7A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,16,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_04,whole plot,4,NA,7A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,18,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_04,whole plot,4,NA,7A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,4,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_04,whole plot,4,NA,8A,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,94,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,4,NA,8A,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,14,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,4,NA,9A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,107,cm,dead,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_04,whole plot,4,NA,9A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,4,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_04,whole plot,4,NA,9A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,98,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_04,whole plot,4,NA,9A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,55,cm,dead,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_04,whole plot,4,NA,10A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,Height,265,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_04,whole plot,4,NA,10A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,274,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_04,whole plot,4,NA,10A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,282,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_04,whole plot,4,NA,10A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,14.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_04,whole plot,4,NA,10A,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,dbh,3.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_04,whole plot,4,NA,1B,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,236,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,4,NA,1B,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,14,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,4,NA,2B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,379,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_04,whole plot,4,NA,2B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,9,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_04,whole plot,4,NA,2B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,7,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_04,whole plot,4,NA,2B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,5,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_04,whole plot,4,NA,2C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,465,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_04,whole plot,4,NA,2C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,17,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_04,whole plot,4,NA,2C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,17,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_04,whole plot,4,NA,2C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,4,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_04,whole plot,4,NA,2C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,distance,440,cm,alive,NA,NA,NA,Fouquieria splendens,Distance
